timestamp,header,latitude,longitude,altitude,accuracy,speed,heading,tracking,gps_fix,status
2023-12-19 12:10:25.527484455,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:25.827401290,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:26.127613114,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:26.427914174,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:26.728330295,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:27.028619319,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:27.328915439,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:27.629332723,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:27.929547695,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:28.229869418,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:28.530341953,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987825, nanosec=845256953, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.1728467,-8.679667983333333,34.6,5.0,0.0,0.0,5,1,105
2023-12-19 12:10:28.830639916,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987829, nanosec=391419856, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,106
2023-12-19 12:10:29.130905251,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987829, nanosec=391419856, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,106
2023-12-19 12:10:29.431218062,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987829, nanosec=391419856, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,106
2023-12-19 12:10:29.731494537,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987829, nanosec=391419856, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,106
2023-12-19 12:10:30.031790169,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987829, nanosec=391419856, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,106
2023-12-19 12:10:30.332167471,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987829, nanosec=391419856, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,106
