timestamp,header,id,dlc,data
2023-12-19 12:10:25.567069121,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[247  71   7 208 250  12 149 244]
2023-12-19 12:10:25.567285103,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.579613938,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[146  72   7 208 250  12 149 244]
2023-12-19 12:10:25.579703877,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.586827588,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[ 34  73   7 208 250  12 149 244]
2023-12-19 12:10:25.586935844,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.596324556,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[170  74   7 208 250  12 149 244]
2023-12-19 12:10:25.596454990,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.608249561,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[114  75   7 208 250  12 153 244]
2023-12-19 12:10:25.608321223,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.620388046,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[200  76   7 208 250  12 149 244]
2023-12-19 12:10:25.620585987,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.621210827,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[129  77   7 208 250  12 149 244]
2023-12-19 12:10:25.622376257,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.631393901,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[ 65  78   7 208 250  12 149 244]
2023-12-19 12:10:25.632599915,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.644512887,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[227  79   7 208 250  12 149 244]
2023-12-19 12:10:25.645341195,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.660289073,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[212  64   7 208 250  12 149 244]
2023-12-19 12:10:25.660384167,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.668285649,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[ 27  65   7 208 250  12 153 244]
2023-12-19 12:10:25.668388830,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.676266278,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[159  66   7 208 250  12 149 244]
2023-12-19 12:10:25.676414904,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.681684152,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[ 90  67   7 208 250  12 149 244]
2023-12-19 12:10:25.684336307,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.696230747,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[103  68   7 208 250  12 149 244]
2023-12-19 12:10:25.696337608,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.708243423,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[136  69   7 208 250  12 149 244]
2023-12-19 12:10:25.708386678,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.720370789,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[217  70   7 208 250  12 149 244]
2023-12-19 12:10:25.720529257,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.728241019,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[247  71   7 208 250  12 149 244]
2023-12-19 12:10:25.728368526,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.731542542,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[146  72   7 208 250  12 149 244]
2023-12-19 12:10:25.740319163,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.748299564,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[ 34  73   7 208 250  12 149 244]
2023-12-19 12:10:25.748429409,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.756327271,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[170  74   7 208 250  12 149 244]
2023-12-19 12:10:25.756379962,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.764344019,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[ 58  75   7 208 250  12 149 244]
2023-12-19 12:10:25.764427842,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.771085798,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[200  76   7 208 250  12 149 244]
2023-12-19 12:10:25.780313774,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.782394042,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[129  77   7 208 250  12 149 244]
2023-12-19 12:10:25.782495445,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.800367878,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[  9  78   7 208 250  12 153 244]
2023-12-19 12:10:25.800382930,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.808284313,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[227  79   7 208 250  12 149 244]
2023-12-19 12:10:25.808436815,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.816600427,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[212  64   7 208 250  12 149 244]
2023-12-19 12:10:25.816892912,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.821599834,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[ 83  65   7 208 250  12 149 244]
2023-12-19 12:10:25.825936662,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.831470364,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[159  66   7 208 250  12 149 244]
2023-12-19 12:10:25.835995363,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.842052032,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[ 90  67   7 208 250  12 149 244]
2023-12-19 12:10:25.842215092,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.852268885,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[103  68   7 208 250  12 149 244]
2023-12-19 12:10:25.852396703,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
2023-12-19 12:10:25.868316914,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",163,8,[136  69   7 208 250  12 149 244]
2023-12-19 12:10:25.868478647,"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=0, nanosec=0, __msgtype__='builtin_interfaces/msg/Time'), frame_id='', __msgtype__='std_msgs/msg/Header')",164,8,[  0   0  62 176  80  23  30   0]
