header,latitude,longitude,altitude,accuracy,speed,heading,tracking,gps_fix,status
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987845, nanosec=97053321, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,110
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987845, nanosec=97053321, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,110
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987845, nanosec=97053321, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,110
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987845, nanosec=97053321, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,110
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987845, nanosec=97053321, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,110
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987845, nanosec=97053321, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,110
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987846, nanosec=930305980, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.172821166666665,-8.6802739,31.6,8.0,11.623563766479492,208.6999969482422,8,1,111
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987846, nanosec=930305980, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.172821166666665,-8.6802739,31.6,8.0,11.623563766479492,208.6999969482422,8,1,111
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987846, nanosec=930305980, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.172821166666665,-8.6802739,31.6,8.0,11.623563766479492,208.6999969482422,8,1,111
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987846, nanosec=930305980, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.172821166666665,-8.6802739,31.6,8.0,11.623563766479492,208.6999969482422,8,1,111
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987846, nanosec=930305980, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.172821166666665,-8.6802739,31.6,8.0,11.623563766479492,208.6999969482422,8,1,111
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987846, nanosec=930305980, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.172821166666665,-8.6802739,31.6,8.0,11.623563766479492,208.6999969482422,8,1,111
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987846, nanosec=930305980, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.172821166666665,-8.6802739,31.6,8.0,11.623563766479492,208.6999969482422,8,1,111
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987848, nanosec=880794317, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.172776383333336,-8.680306233333333,31.8,8.0,11.623563766479492,208.6999969482422,8,1,112
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987848, nanosec=880794317, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.172776383333336,-8.680306233333333,31.8,8.0,11.623563766479492,208.6999969482422,8,1,112
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987848, nanosec=880794317, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.172776383333336,-8.680306233333333,31.8,8.0,11.623563766479492,208.6999969482422,8,1,112
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987849, nanosec=919411087, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17264478333333,-8.680216133333333,32.2,8.0,12.671589851379395,164.3000030517578,8,1,113
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987849, nanosec=919411087, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17264478333333,-8.680216133333333,32.2,8.0,12.671589851379395,164.3000030517578,8,1,113
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987849, nanosec=919411087, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17264478333333,-8.680216133333333,32.2,8.0,12.671589851379395,164.3000030517578,8,1,113
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987849, nanosec=919411087, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17264478333333,-8.680216133333333,32.2,8.0,12.671589851379395,164.3000030517578,8,1,113
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987849, nanosec=919411087, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17264478333333,-8.680216133333333,32.2,8.0,12.671589851379395,164.3000030517578,8,1,113
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987849, nanosec=919411087, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17264478333333,-8.680216133333333,32.2,8.0,12.671589851379395,164.3000030517578,8,1,113
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987849, nanosec=919411087, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17264478333333,-8.680216133333333,32.2,8.0,12.671589851379395,164.3000030517578,8,1,113
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987849, nanosec=919411087, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17264478333333,-8.680216133333333,32.2,8.0,12.671589851379395,164.3000030517578,8,1,113
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987849, nanosec=919411087, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17264478333333,-8.680216133333333,32.2,8.0,12.671589851379395,164.3000030517578,8,1,113
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987849, nanosec=919411087, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17264478333333,-8.680216133333333,32.2,8.0,12.671589851379395,164.3000030517578,8,1,113
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987852, nanosec=934764582, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17257023333333,-8.680202883333333,33.0,8.0,12.671589851379395,164.3000030517578,8,1,114
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987852, nanosec=934764582, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17257023333333,-8.680202883333333,33.0,8.0,12.671589851379395,164.3000030517578,8,1,114
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987852, nanosec=934764582, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17257023333333,-8.680202883333333,33.0,8.0,12.671589851379395,164.3000030517578,8,1,114
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987852, nanosec=934764582, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17257023333333,-8.680202883333333,33.0,8.0,12.671589851379395,164.3000030517578,8,1,114
