header,latitude,longitude,altitude,accuracy,speed,heading,tracking,gps_fix,status
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987833, nanosec=43239718, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,107
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987837, nanosec=605481437, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,108
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
"std_msgs__msg__Header(stamp=builtin_interfaces__msg__Time(sec=1702987841, nanosec=127348633, __msgtype__='builtin_interfaces/msg/Time'), frame_id='gps', __msgtype__='std_msgs/msg/Header')",41.17284105,-8.679668466666667,33.4,5.0,0.0,0.0,5,1,109
