timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
1711460713.322658,-17.155067443847656,-23.809524536132812,975.2747802734375,0.1373291015625,-0.0572204552590847,0.072479248046875
1711460713.333954,-20.390722274780273,-32.35653305053711,982.1734619140625,0.064849853515625,-0.1144409105181694,-0.12969970703125
1711460713.5904202,-12.63736343383789,-26.923078536987305,980.9524536132812,0.0038146970327943563,0.0038146970327943563,0.152587890625
1711460713.5909915,-12.63736343383789,-26.923078536987305,980.9524536132812,0.0038146970327943563,0.0038146970327943563,0.152587890625
1711460713.5912213,-14.04151439666748,-29.059829711914062,981.5629272460938,0.0,0.1029968187212944,0.0991821214556694
1711460713.5914495,-13.797314643859863,-25.152626037597656,982.3565673828125,0.1373291015625,-0.2059936374425888,0.019073486328125
1711460713.5916312,-13.797314643859863,-25.152626037597656,982.3565673828125,0.1373291015625,-0.2059936374425888,0.019073486328125
1711460713.599641,-13.308914184570312,-24.420024871826172,985.6532592773438,-0.1220703050494194,-0.1907348483800888,0.0953674241900444
1711460713.5999026,-11.294261932373047,-30.280832290649414,979.853515625,0.1678466647863388,0.011444090865552425,-0.1602172702550888
1711460713.600251,-11.294261932373047,-30.280832290649414,979.853515625,0.1678466647863388,0.011444090865552425,-0.1602172702550888
1711460713.6004837,-11.538461685180664,-27.35042953491211,985.9585571289062,0.0495910607278347,-0.0457763634622097,0.2479553073644638
1711460713.6006513,-25.030527114868164,-23.076923370361328,985.2869873046875,-0.1029968187212944,0.03051757626235485,0.1945495456457138
1711460713.6008558,-25.030527114868164,-23.076923370361328,985.2869873046875,-0.1029968187212944,0.03051757626235485,0.1945495456457138
1711460713.6010015,-18.131868362426758,-28.26618003845215,978.5714721679688,0.0038146970327943563,0.011444090865552425,0.1029968187212944
1711460713.6011746,-18.131868362426758,-28.26618003845215,978.5714721679688,0.0038146970327943563,0.011444090865552425,0.1029968187212944
1711460713.601349,-13.308914184570312,-28.93773078918457,978.5104370117188,-0.1182556077837944,0.0419616661965847,-0.0877380296587944
1711460713.6014957,-13.308914184570312,-28.93773078918457,978.5104370117188,-0.1182556077837944,0.0419616661965847,-0.0877380296587944
1711460713.6040547,-14.590965270996094,-29.609281539916992,988.0342407226562,0.0877380296587944,-0.02288818173110485,0.03051757626235485
1711460713.61436,-18.131868362426758,-22.22222328186035,981.0134887695312,-0.0762939453125,-0.011444090865552425,-0.0534057579934597
1711460713.6249352,-18.131868362426758,-22.22222328186035,981.0134887695312,-0.0762939453125,-0.011444090865552425,-0.0534057579934597
1711460713.6350179,-15.9951171875,-21.123321533203125,986.3858642578125,0.0991821214556694,0.0419616661965847,0.1678466647863388
1711460713.6452568,-14.285715103149414,-26.4957275390625,984.2491455078125,-0.02670287899672985,0.12969970703125,-0.0038146970327943563
1711460713.6556683,-14.285715103149414,-26.4957275390625,984.2491455078125,-0.02670287899672985,0.12969970703125,-0.0038146970327943563
1711460713.6655712,-12.7594633102417,-24.420024871826172,982.2344970703125,-0.1106262132525444,0.0495910607278347,0.072479248046875
1711460713.6756783,-12.7594633102417,-24.420024871826172,982.2344970703125,-0.1106262132525444,0.0495910607278347,0.072479248046875
1711460713.6861346,-19.10866928100586,-29.54823112487793,984.3101806640625,0.0457763634622097,0.0953674241900444,0.03051757626235485
1711460713.696375,-19.10866928100586,-29.54823112487793,984.3101806640625,0.0457763634622097,0.0953674241900444,0.03051757626235485
1711460713.7068594,-16.727718353271484,-25.091575622558594,980.0977172851562,0.06866455078125,0.034332275390625,0.133514404296875
1711460713.7171686,-14.774115562438965,-24.29792594909668,983.6386108398438,-0.293731689453125,0.0762939453125,0.1106262132525444
1711460713.7276037,-14.774115562438965,-24.29792594909668,983.6386108398438,-0.293731689453125,0.0762939453125,0.1106262132525444
1711460713.7379684,-12.087912559509277,-27.96092987060547,983.6386108398438,-0.1754760593175888,0.011444090865552425,-0.1983642429113388
1711460713.748295,-12.087912559509277,-27.96092987060547,983.6386108398438,-0.1754760593175888,0.011444090865552425,-0.1983642429113388
1711460713.7587357,-13.492064476013184,-26.739927291870117,979.1820068359375,0.06866455078125,-0.133514404296875,0.034332275390625
1711460713.7689784,-13.492064476013184,-26.739927291870117,979.1820068359375,0.06866455078125,-0.133514404296875,0.034332275390625
1711460713.7824316,-13.186814308166504,-27.96092987060547,980.0366821289062,0.015258788131177425,0.14495849609375,-0.06866455078125
1711460713.7946184,-13.186814308166504,-27.96092987060547,980.0366821289062,0.015258788131177425,0.14495849609375,-0.06866455078125
1711460713.8047626,-18.74237060546875,-26.739927291870117,992.735107421875,0.064849853515625,-0.152587890625,0.1220703050494194
1711460713.8148415,-18.74237060546875,-26.739927291870117,992.735107421875,0.064849853515625,-0.152587890625,0.1220703050494194
1711460713.8252344,-22.46642303466797,-33.9438362121582,976.6178588867188,0.02670287899672985,0.1068115159869194,-0.064849853515625
1711460713.836803,-22.46642303466797,-33.9438362121582,976.6178588867188,0.02670287899672985,0.1068115159869194,-0.064849853515625
1711460713.846995,-16.9719181060791,-29.54823112487793,979.1820068359375,0.03814697265625,0.0495910607278347,-0.0419616661965847
1711460713.8573408,-16.9719181060791,-29.54823112487793,979.1820068359375,0.03814697265625,0.0495910607278347,-0.0419616661965847
1711460713.8676426,-16.849817276000977,-23.931625366210938,983.69970703125,0.2403259128332138,0.0762939453125,-0.0534057579934597
1711460713.8776484,-16.849817276000977,-23.931625366210938,983.69970703125,0.2403259128332138,0.0762939453125,-0.0534057579934597
1711460713.8879528,-8.79120922088623,-17.58241844177246,978.4494018554688,0.0457763634622097,0.064849853515625,0.0762939453125
1711460713.8980255,-18.19291877746582,-21.916973114013672,978.2052001953125,0.1869201511144638,-0.0839233323931694,-0.019073486328125
